rating,votes,isbn,author,series,page_count,publisher,reviews,setting,awards,year,genre,title
4.02,"1,514",,Tessa Dawn,,368,"Ghost Pines Publishing, LLC",173,,,November 23rd 2010,Paranormal,Blood Destiny
4.17,"26,669",0060890312,Terry Pratchett,,,HarperCollins Publishers,890,Locus Award for Best Young Adult Novel (2007),,2006,Fantasy,Wintersmith
4.10,"35,213",0553213180,L.M. Montgomery,,256,Starfire,898,,,1917,Classics,Anne's House of Dreams
3.94,806,9780989447,M.S. Willis,,,,94,,,May 28th 2013,Romance,Control
4.10,116,,Rick Chiantaretto,,,Orenda Press,63,,,December 12th 2013,Fantasy,"1940748003
(ISBN13: 9781940748009)"
4.18,"23,348",,Tijan,,,,"1,564",,,,Romance,B009ZOZP0W
4.39,28,,Bill Courtney,,,Weinstein Books,7,,,May 6th 2014,Sports And Games,"1602862249
(ISBN13: 9781602862241)"
4.25,"9,137",,محمد عبد الرحمن العريفي,,,دار ابن الهيثم,879,,,2006,Religion,استمتع بحياتك
4.20,"56,239",1416995552,Jenny Han,,,Simon & Schuster Books for Young Readers,"2,430",Goodreads Choice Nominee for Young Adult Fiction (2010),,January 1st 2010,Young Adult,It's Not Summer Without You
4.22,74,,Carol E. Wyer,,,Safkhet Select,41,,,May 21st 2013,Humor,"1908208163
(ISBN13: 9781908208163)"
4.45,"21,778",,Amy Harmon,,,Smashwords,"3,966",,,,Romance,9781301673872
3.91,"42,021",0142412147,John Green,,,Speak,"4,394",,,January 1st 2008,Young Adult,Let It Snow: Three Holiday Romances
4.38,"21,813",1405034149,Jacqueline Carey,,,Tor,574,,,January 1st 2003,Romance,Kushiel's Avatar
4.36,"48,672",1452440026,Rebecca Donovan,,,Smashwords,"2,903",Goodreads Choice Nominee for Best Young Adult Fiction (2012),,April 30th 2012,Romance,Barely Breathing
4.26,"3,544",0879237511,Georges Perec,,,"David R. Godine, Publisher",326,,,1978,Fiction,La Vie Mode d'Emploi: Romans
4.05,"64,693",0807508527,Gertrude Chandler Warner,,,Albert Whitman & Company,"1,745",,,1942,Childrens,The Boxcar Children
4.19,"22,309",0345476093,Barbara W. Tuchman,,,Ballantine Books,"1,133",,,1962,History,The Guns of August
4.06,"42,988",,Nicole Williams,,,,"2,638",Goodreads Choice Nominee for Best Young Adult Fiction (2012),,July 18th 2012,Romance,Crash
3.99,"16,729",1599901676,Shannon Hale,,,Bloomsbury USA Childrens,"1,871",Mythopoeic Fantasy Award Nominee for Children's Literature (2010),,,Fantasy,Forest Born
3.79,"75,732",0439272637,Lemony Snicket,,,"Scholastic, Inc.","1,539",,,January 1st 2000,Fiction,The Miserable Mill
3.58,"15,539",0316040096,Malinda Lo,,,"Little, Brown Books for Young Readers","1,927",,,,Fantasy,Ash
3.94,"33,239",142998192X,Alyson Noel,,,St. Martin's Griffin,"1,490",,,January 1st 2011,Young Adult,Everlasting
4.18,"34,754",037581468X,Tamora Pierce,Beka Cooper,,Random House,"1,216",Tortall,"Mythopoeic Fantasy Award Nominee for Children's Literature (2012), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2009)",,Young Adult,Terrier
3.72,"30,455",0805076689,Mary E. Pearson,Jenna Fox Chronicles,,Henry Holt and Co.,"3,728",,"Golden Kite Award for Fiction (2009), South Carolina Book Award Nominee for Young Adult Book Award (2010), Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2010), Iowa High School Book Award Nominee (2011)",,Young Adult,The Adoration of Jenna Fox
3.87,234,,B. Kristin McMichael,,200,Lexia Press,115,,,January 9th 2014,Science Fiction,"0989121879
(ISBN13: 9780989121873)"
3.70,"9,797",0140086838,Leslie Marmon Silko,,,Penguin Books,729,,,1977,Fiction,Ceremony
4.04,"21,146",0615417175,Jamie McGuire,,,Jamie McGuire LLC,"1,538",,,2010,Fantasy,Providence
3.94,"8,868",0679736638,William Styron,,,Vintage,280,,,1967,Fiction,The Confessions of Nat Turner
4.04,"30,556",0375760393,Michael Pollan,,,Random House Trade Paperbacks,"2,313",,,2001,Non Fiction,The Botany of Desire: A Plant's-Eye View of the World
3.84,"18,839",1416960597,Elizabeth Scott,,,Simon Pulse,"2,884",,,,Young Adult,Living Dead Girl
4.25,"43,221",0575077905,Joe Abercrombie,,536,Gollancz,"1,753",,David Gemmell Legend Award Nominee (2009),,Fantasy,Last Argument of Kings
4.33,"17,917",,Katy Evans,,,Gallery Books,"1,543",,,,Romance,B00D0MZXE8
4.30,"7,501",964913980X,José Mauro de Vasconcelos,,,راه مانا-سحر,442,,,1968,Fiction,Meu Pé de Laranja Lima
4.00,"15,094",0307376656,Ildefonso Falcones,,,Grijalbo,972,,,2006,History,La catedral del mar
3.70,"21,928",0451460936,Karen Chance,Cassandra Palmer,307,Roc,"1,245",,,,Fantasy,Touch the Dark
4.38,"39,076",0060788704,Kim Harrison,,455,Eos,913,"Cincinnati, Ohio",,January 1st 2008,Fantasy,The Outlaw Demon Wails
4.27,"8,769",0345396685,Sharon Kay Penman,Henry II & Eleanor of Aquitaine,,Ballantine Books,506,England,,January 1st 1994,Historical Fiction,When Christ and His Saints Slept
3.89,"10,421",0547371489,Katie Kacvinsky,Awaken,,HMH Books for Young Readers,"1,310",,,,Science Fiction,Awaken
3.89,"45,537",0425181103,Dean Koontz,,,Berkley,762,,,1976,Horror,Phantoms
3.91,"15,007",0316037885,Trudi Canavan,,,Orbit,449,Aurealis Award for Fantasy Novel (2009),,2009,Fantasy,The Magician's Apprentice
4.10,"11,432",1409522016,L.A. Weatherly,,,Usborne Publishing Ltd,771,Romantic Novel of the Year (RoNa's) Award Nominee for Young Adult (2012),,,Paranormal,Angel Fire
4.10,"58,937",0810970686,Jeff Kinney,,,Harry N. Abrams,"3,214",,,,Humor,Diary of a Wimpy Kid #3
4.11,"54,351",0156031663,Jenna Blum,,,Harcourt Books,"4,603",,,April 5th 2004,Historical Fiction,Those Who Save Us
4.23,"14,155",0061144835,Bernard Cornwell,,,Harper Perennial,531,,,2005,Historical Fiction,The Pale Rider
3.79,"4,972",0140424520,George Gordon Byron,,,Penguin Classics,126,,,1824,Classics,Don Juan
3.57,"50,663",1400032814,Chuck Palahniuk,,,Anchor,"1,842",,,2003,Fiction,Diary
3.93,"190,710",0307592731,Cheryl Strayed,,,Knopf,"22,867",,,2012,Non Fiction,Wild: From Lost to Found on the Pacific Crest Trail
4.01,"24,721",0446679089,Nelson DeMille,,,Grand Central Publishing,"1,201",,,April 1st 1997,Fiction,Plum Island
4.37,"4,743",0679729917,Roald Dahl,,,Vintage Books,334,,,1978,Short Stories,The Best of Roald Dahl
3.80,"60,137",0446612545,James Patterson,,,Grand Central Publishing,"1,342",,,2002,Mystery,The Beach House
3.73,"54,536",0385340540,John Grisham,,,Delta,"1,734",,,2005,Thriller,The Broker
4.64,"27,111",,George R.R. Martin,,4081,Bantam,861,,,January 1st 2011,Fantasy,"0345529057
(ISBN13: 9780345529053)"
4.03,"10,618",0679736395,William Styron,,,Vintage,751,,,1990,Non Fiction,Darkness Visible: A Memoir of Madness
4.10,"22,440",1408816032,Madeline Miller,,,Bloomsbury Publishing,"3,479",Orange Prize for Fiction (2012),,September 1st 2011,Historical Fiction,The Song of Achilles
4.29,"15,055",0440246113,Lara Adrian,,,Dell,854,Romantic Times Reviewers' Choice Award (RT Award) Nominee for Vampire Romance (2011),,January 1st 2011,Romance,"Deeper than Midnight (Midnight Breed, #9)"
4.24,"11,620",0060856262,Loung Ung,,,Harper Perennial,"1,223",,,2000,Non Fiction,First They Killed My Father: A Daughter of Cambodia Remembers (P.S.)
4.18,"22,289",0345539788,Pierce Brown,Red Rising Trilogy,,Del Rey (Random House),"4,063",,,January 1st 2013,Science Fiction,Red Rising
4.21,"13,006",0778326810,Rachel Vincent,,,Mira Books,531,,,January 1st 2009,Fantasy,Prey (Shifters #4)
3.86,229,,Kelli Sullivan,,,Authorhouse,33,,,,Young Adult,"1452085331
(ISBN13: 978145208533)"
4.23,"4,222",,Aidh bin Abdullah al-Qarni,,,Qisthi Press,528,,,,Religion,La Tahzan: Jangan Bersedih
4.36,"4,322",,Mark Helprin,,,Mariner Books,504,,,1991,Fiction,"0156031132
(ISBN13: 9780156031134)"
4.19,"23,502",0373210639,Katie McGarry,,,Harlequin Teen,"2,988",Kentucky,"Romantic Times Reviewers' Choice Award (RT Award) for Young Adult Contemporary (2013), DABWAHA Romance Tournament for Best Young Adult Romance (2014)",May 22nd 2013,Young Adult,Dare You To
3.69,"12,090",0752860550,Kate Mosse,,,Orion,"1,065",,,January 1st 2007,Historical Fiction,Sepulchre
3.93,"74,736",0743296419,Jodi Picoult,,,Atria Books,"6,415",,,,Fiction,Handle with Care
3.99,"25,971",0446694851,Nicholas Sparks,,,Grand Central Publishing,"2,298",,,April 13th 2004,Non Fiction,Three Weeks with My Brother
4.16,"15,321",044023803X,Amelia Atwater-Rhodes,,,Laurel Leaf Library,634,Abraham Lincoln Award Nominee (2009),,July 8th 2003,Fantasy,"Hawksong (The Kiesha'ra, #1)"
4.02,"34,767",,Rachel Hartman,,,Random House Books for Young Readers,"4,809",,,,Fantasy,Seraphina
3.64,"17,747",0743482859,William Shakespeare,,,Washington Square Press,501,,,1606,Classics,Antony and Cleopatra
4.05,"12,689",0380710811,Colleen McCullough,,,Avon Books,551,,,January 1st 1990,Historical Fiction,The First Man in Rome
3.86,"32,001",0375832998,David Levithan,,,Alfred A. Knopf,"2,134",,,September 9th 2003,Young Adult,Boy Meets Boy
3.71,"969,638",0316160202,Stephenie Meyer,,629,"Little, Brown and Company","32,427","Forks, Washington","Colorado Blue Spruce Young Adult Book Award (2009), Teen Buckeye Book Award (2008), YALSA Teens' Top Ten (2008)",January 1st 2007,Young Adult,Eclipse
3.88,"400,076",0142000663,John Steinbeck,,,Penguin Books,"9,936",,,1939,Literature,The Grapes of Wrath
4.18,"29,716",045122793X,Chloe Neill,,,NAL Trade,"1,212",,,September 2nd 2009,Fantasy,Friday Night Bites: A Chicagoland Vampires Novel
4.55,"8,918",9953320993,Safiur-Rahman Mubarakpuri,,,Darussalam Publishers,793,,,January 1st 991,Religion,الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام
3.91,"31,977",1596435690,Caragh M. O'Brien,Birthmarked,,Roaring Brook Press,"2,875",,"Georgia Peach Book Award Nominee (2012), Rhode Island Teen Book Award Nominee (2012), Beehive Award Nominee (2012), Arkansas Teen Book Award Nominee (2012), Junior Library Guild Selection (2010)",March 1st 2010,Young Adult,Birthmarked
4.13,"94,601",0312966091,Janet Evanovich,,,St. Martin's Paperbacks,"2,408",Dilys Award (1998),,February 15th 1997,Mystery,Three to Get Deadly
4.21,"14,501",1416530738,Judith McNaught,,,Pocket,474,RT Book Reviews All-Time Favorite (1986),,1987,Romance,Once and Always
4.16,"39,565",,Abbi Glines,,,,"1,733",,Goodreads Choice Nominee for Best Young Adult Fiction (2012),,Romance,Because of Low
4.26,121,,Hunter S. Jones,,,Ra Jones Publishing,38,,,,Horror,Fables of the Reconstruction
3.97,"53,583",0525951989,Rainbow Rowell,,,Dutton Adult,"8,489",Bookworm Best Award Nominee (2014),,2011,Romance,Attachments
3.62,"32,777",0375828257,Jeanne DuPrau,,,Yearling,"2,505",,,May 25th 2004,Young Adult,The People of Sparks
3.78,"11,040",0140436030,Matthew Gregory Lewis,,,Penguin Classics,758,,,1795,Classics,The Monk
4.17,"18,498",0060177241,Clive Barker,,,HarperCollins Publishers,936,,,1992,Fantasy,The Thief of Always: A Fable
4.30,"10,400",0451460707,Anne Bishop,,,Roc,242,,,January 2nd 2005,Fantasy,Dreams Made Flesh
4.05,"27,290",1857989341,Isaac Asimov,,,Millenium,699,,,January 1st 1973,Science Fiction,The Gods Themselves
3.57,"37,970",,James Patterson,,,"Little, Brown and Company","3,694",,,2009,Fantasy,Witch & Wizard
3.53,15,,Jim Henry,,,"Full Moon over Bunganut, A PDMI Publishing Imprint",3,,,,,9780615821481
4.29,"12,227",0743468406,Lois McMaster Bujold,,,Earthlight,588,,,January 1st 1986,Science Fiction,The Warrior's Apprentice
4.28,"38,397",1416903372,Tamora Pierce,,,Simon Pulse,439,,,November 17th 1994,Fantasy,"Emperor Mage (Immortals, #3)"
3.89,"31,585",0375702709,Ernest J. Gaines,,,Vintage,"1,937",,,December 1st 1993,Fiction,A Lesson Before Dying
4.24,"17,884",0060744510,Erin Hunter,,,HarperCollins,599,,,2005,Fantasy,Midnight
4.28,"31,130",0553582453,Robin Hobb,,,Spectra,401,,,2002,Fantasy,The Golden Fool
3.82,"34,932",0446407410,Vicki Myron,,,Grand Central Publishing,"4,703",,,2008,Non Fiction,Dewey: The Small-Town Library Cat Who Touched the World
4.19,"18,810",0525951113,Daniel Suarez,Daemon,,Dutton Adult,"2,015",,,December 1st 2006,Science Fiction,Daemon
4.01,"22,894",0486455599,Louisa May Alcott,,,Dover Publications,640,,,1874,Classics,Eight Cousins
4.06,"6,068",0140447539,Émile Zola,,480,Penguin Books Ltd,229,,,1877,Classics,L'Assommoir
4.10,"11,686",,Elizabeth Hunter,,,E. Hunter,"1,196",,,October 13th 2011,Fantasy,A Hidden Fire
4.10,"21,252",0439796636,Michael Morpurgo,,,Scholastic Press,"2,843",,,1982,Historical Fiction,War Horse
4.09,"22,090",0060512741,Ursula K. Le Guin,,,Harper Perennial Modern Classics,"1,185",,,1971,Science Fiction,The Lathe of Heaven
4.27,"7,890",0671721046,Elizabeth Moon,The Deed of Paksenarrion,,Baen Books,433,,,,Fantasy,The Deed of Paksenarrion:Sheepfarmer's Daughter / Divided Allegiance / Oath of Gold
3.68,"32,334",,Stephenie Meyer,,,Yen Press,"1,554",,,January 1st 2010,Young Adult,"0759529434
(ISBN13: 9780759529434)"
4.04,"12,204",,Patrick Ness,,,Walker Books Ltd,"2,399",Milwaukee County Teen Book Award Nominee (2015),,2013,Young Adult,More Than This
4.23,"27,545",0689860072,Anne McCaffrey,,,Aladdin,401,,,January 1st 1977,Science Fiction,"Dragonsinger (Pern: Harper Hall, #2)"
3.86,"69,701",1400049628,Max Brooks,,,Broadway Books,"3,080",,,,Horror,The Zombie Survival Guide: Complete Protection From the Living Dead
4.37,"13,443",1849013764,Lara Adrian,,,Robinson Publishing,941,,,,Romance,Darker After Midnight
4.31,"29,239",,Katy Evans,,,Gallery Books,"2,686",,,,Romance,B00D0MZXCA
3.90,"7,744",0767904427,Tim O'Brien,,,Broadway/Crown Publishing Group,478,,,January 1978,Fiction,Going After Cacciato
3.74,"39,312",0439324599,Patricia McCormick,,,Push,"2,038",,,October 30th 2000,Young Adult,Cut
4.13,"15,297",9793062797,Andrea Hirata,Tetralogi Laskar Pelangi,,Bentang Pustaka,"2,098",,,2005,Novels,Laskar Pelangi
4.12,"14,280",0061671355,L.J. Smith,,390,HarperTeen,499,,,February 4th 2009,Young Adult,The Secret Circle: The Captive Part II and The Power
3.75,"59,997",0385731051,Ann Brashares,,,Delacorte Books for Young Readers,"1,764",YALSA Teens' Top Ten (2003),,2003,Young Adult,The Second Summer of the Sisterhood
3.96,"26,751",0609807900,Megan McCafferty,,,Broadway Books,"1,559",,,January 1st 2001,Young Adult,"Sloppy Firsts (Jessica Darling, #1)"
4.15,"123,437",0723247706,Beatrix Potter,,,Warne,939,Lewis Carroll Shelf Award (1958),,December 16th 1901,Childrens,The Tale of Peter Rabbit
3.94,"28,787",0803733062,Ingrid Law,,,Dial,"2,939",,,February 29th 2000,Fantasy,Savvy
4.40,"21,968",188896314X,Jeff Smith,Bone,,Cartoon Books,"1,034",,Will Eisner Comic Industry Awards for Best Graphic Album-Reprint (2005),January 1st 1991,Sequential Art,Bone: The Complete Cartoon Epic in One Volume
4.01,"50,267",0060887338,Sara Shepard,,,HarperCollins Publishers,"2,386",,,2006,Young Adult,Flawless
4.20,"46,205",0061992259,Katherine Applegate,,,HarperCollins,"5,994",,,December 1st 2011,Animals,The One and only Ivan
3.96,"9,306",,J.G. Ballard,,351,PANTHER Granada Publishing,473,,,1984,Fiction,Empire of the Sun
3.59,"13,836",0375727272,Bret Easton Ellis,,,Vintage,708,,,2005,Fiction,Lunar Park
4.16,"3,459",0553384031,Catherynne M. Valente,,,Bantam Dell,493,,,October 28th 2006,Fantasy,In the Night Garden
3.85,"6,691",0044009126,Richard Brautigan,,,Delta,379,,,1964,Fiction,Trout Fishing in America
4.55,"27,313",,K. Bromberg,,356,JKB Publishing,"2,250",,,,Romance,Fueled
4.12,"16,061",0399142789,Neale Donald Walsch,,,Putnam Adult,852,,,1995,Spirituality,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Vol. 1"
3.63,"67,418",0752224417,Michael Crichton,,,"Alfred A. Knopf, Inc.","1,532",,,,Fiction,The Lost World
3.79,"34,049",0679766758,Sapphire,,,Vintage,"4,993",,,January 1st 1996,Fiction,Push
4.23,"12,070",0385152132,William Blake,,,Anchor,61,,,December 31st 1966,Poetry,The Complete Poetry & Prose of William Blake
4.15,"21,239",0886773784,Mercedes Lackey,,,DAW,501,Michigan Library Association Thumbs Up! Award Nominee (1988),,1987,Fantasy,Arrows of the Queen (Heralds of Valdemar #1)
4.15,"81,798",0330371231,Janet Evanovich,,,St. Martin's Press,"1,817",Barry Award Nominee for Best Novel (2000),,1999,Mystery,High Five
4.32,"11,223",0345371984,Douglas Adams,,,Ballantine Books,624,,,1990,Non Fiction,Last Chance to See
4.24,"30,112",,Tamora Pierce,,,,415,,,May 1st 2001,Fantasy,Squire
4.05,"41,496",0373778295,Chelsea M. Cameron,,,Harlequin HQN,"2,017",,,September 28th 2012,New Adult,My Favorite Mistake
3.71,"73,997",140006208X,Elizabeth Strout,,,Random House,"11,284",,,September 30th 2007,Fiction,Olive Kitteridge
4.06,"5,424",0141184590,Robert Graves,,281,Penguin Modern Classics,364,,,1929,Non Fiction,Goodbye to All That
3.76,"76,324",0451188462,Stephen King,,,Signet,"1,221",Locus Award for Best Dark Fantasy/Horror Novel (1997),,January 1st 1996,Horror,Desperation
3.91,"59,609",0141439734,Robert Louis Stevenson,,178,Penguin,474,,,1886,Classics,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror
3.68,"29,139",0345422406,Anne Rice,,,Ballantine Books,397,,,2000,Paranormal,Merrick
3.90,"51,107",0380727501,Bill Bryson,,,William Morrow Paperbacks,"2,221",,,1995,Non Fiction,Notes from a Small Island
4.04,"11,301",067102731X,John Connolly,,,Pocket Books,596,Barry Award Nominee for Best British Crime Novel (2000),,1999,Mystery,Every Dead Thing
3.83,"102,704",0062049801,Ann Patchett,,,HarperCollins Publishers,"12,712",Orange Prize Nominee for Fiction Shortlist (2012),,2011,Fiction,State of Wonder
4.31,"110,878",1582406723,Robert Kirkman,,,Image Comics,"2,299",,,May 24th 2004,Sequential Art,"The Walking Dead, Vol. 1: Days Gone Bye"
4.12,"30,285",1476759545,Jamie McGuire,,,Atria Books,"2,618",,,January 1st 2013,Romance,A Beautiful Wedding
3.73,"5,527",,Ella James,,426,Barkley's Books,675,,,,Romance,Selling Scarlett
4.38,"16,891",0312335288,James Herriot,,,St. Martin's Griffin,252,,,November 1st 1976,Non Fiction,All Things Wise and Wonderful
4.26,"10,884",0060733497,Guy Gavriel Kay,,,Harper Voyager,669,,,May 1995,Fantasy,The Lions of Al-Rassan
4.18,"19,088",0062004042,Amy Plum,,,HarperCollins Publishers,"1,726",Paris,,January 1st 2012,Young Adult,Until I Die
3.98,"15,953",0099478420,Graham Greene,,,Vintage Classics,703,,,1948,Fiction,The Heart of the Matter
4.25,"2,738",0330349422,Robert Musil,,1774,Alfred A. Knopf,128,,,1930,Fiction,Der Mann ohne Eigenschaften
4.34,"17,718",0451234871,Rachel Caine,,,NAL Hardcover,"1,115",,,,Paranormal,Last Breath
4.15,"26,863",0786851716,Patricia McCormick,,,Disney-Hyperion,"3,401",,,September 1st 2006,Realistic Fiction,Sold
4.33,"18,797",0425218422,Nalini Singh,,,Berkley Sensation,968,,"Romantic Times Reviewers' Choice Award (RT Award) for Paranormal Action-Adventure Romance (2007), Fantasm Romance Award for Best Psychic Romance (2008)",,Romance,"Caressed by Ice (Psy-Changeling, #3)"
4.33,"18,771",0425218422,Nalini Singh,,,Berkley Sensation,968,,"Romantic Times Reviewers' Choice Award (RT Award) for Paranormal Action-Adventure Romance (2007), Fantasm Romance Award for Best Psychic Romance (2008)",,Romance,"Caressed by Ice (Psy-Changeling, #3)"
3.97,"81,208",0061992704,Justin Halpern,,,It Books,"6,200",,,January 1st 2010,Humor,Sh*t My Dad Says
4.25,"23,342",0385735359,Michael Scott,,513,Delacorte Press,"1,632",,,January 1st 2012,Fantasy,The Enchantress - The Secrets of The Immortal Nicholas Flamel
3.86,"23,368",0062001035,Heather Dixon,,,Greenwillow Books,"3,817",,,,Fantasy,Entwined
3.70,"8,374",0140437428,Charles Dickens,,,Penguin Classics,554,,,1841,Classics,The Old Curiosity Shop
3.87,"46,826",0375866590,Rachel Cohn,,,Knopf Books for Young Readers,"4,764",,,October 2010,Young Adult,Dash & Lily's Book of Dares
4.32,"10,818",0061131644,Erin Hunter,,,HarperCollins,403,,,,Fantasy,Firestar's Quest
4.46,"31,355",,Kristen Ashley,,,Forever,"2,403",Colorado,Goodreads Choice Nominee for Best Romance (10th Place) (2012),,Romance,Motorcycle Man
3.79,"25,657",0743255062,Benjamin Franklin,,,Touchstone,"1,521",,,1791,History,Autobiography of Benjamin Franklin
3.98,"9,974",0451218469,John Shors,,,NAL Trade,"1,517",,,June 18th 2004,Historical Fiction,Beneath a Marble Sky
4.31,"255,928",,John Steinbeck,,679,Народна култура,"11,057",,,1952,Classics,East of Eden
4.08,"26,488",,L.M. Montgomery,,,Dell Laurel-Leaf,796,,,1923,Classics,"055323370X
(ISBN13: 9780553233704)"
